abstract_key,PMID,Title,Dataset,sentence_id,rhetorical_role,positional_tertile,positional_quintile,length_matched_template_role
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,8,Results,T2,B3,Results
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,9,Results,T2,B3,Results
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,10,Results,T2,B4,Results
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,11,Results,T3,B4,Results
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,12,Results,T3,B4,Results
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,13,Results,T3,B5,Conclusion
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,14,Conclusion,T3,B5,Conclusion
Review::35797566::A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,Review,15,Conclusion,T3,B5,Conclusion
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,1,Aim,T1,B1,Background
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,2,Methods,T1,B1,Background
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,3,Methods,T1,B1,Aim
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,4,Background,T1,B2,Methods
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,5,Results,T1,B2,Methods
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,6,Results,T2,B2,Methods
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,7,Results,T2,B3,Methods
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,8,Results,T2,B3,Methods
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,9,Results,T2,B3,Results
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,10,Results,T2,B4,Results
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,11,Results,T3,B4,Results
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,12,Results,T3,B4,Results
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,13,Results,T3,B5,Results
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,14,Background,T3,B5,Conclusion
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,15,Conclusion,T3,B5,Conclusion
Review::36261851::The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,Review,16,Conclusion,T3,B5,Conclusion
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,1,Background,T1,B1,Background
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,2,Aim,T1,B1,Background
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,3,Aim,T1,B2,Aim
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,5,Methods,T2,B2,Methods
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,6,Methods,T2,B3,Methods
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,7,Results,T2,B3,Methods
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,8,Results,T2,B3,Methods
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,9,Results,T2,B4,Results
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,10,Results,T3,B4,Results
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,11,Conclusion,T3,B4,Results
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,12,Conclusion,T3,B5,Results
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::36353241::Obesity and periodontitis: A systematic review and updated meta-analysis.,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,Review,14,Methods,T3,B5,Conclusion
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,1,Background,T1,B1,Background
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,2,Aim,T1,B1,Background
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,3,Methods,T1,B2,Aim
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,5,Methods,T2,B2,Methods
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,6,Methods,T2,B3,Methods
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,7,Results,T2,B3,Methods
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,8,Results,T2,B3,Methods
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,9,Results,T2,B4,Results
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,10,Results,T3,B4,Results
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,11,Results,T3,B4,Results
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,12,Conclusion,T3,B5,Results
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::36377800::Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,Review,14,Limitation/Future,T3,B5,Conclusion
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,1,Aim,T1,B1,Background
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,2,Methods,T1,B1,Aim
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,3,Methods,T1,B1,Methods
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,4,Methods,T1,B2,Methods
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,5,Methods,T1,B2,Methods
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,6,Methods,T2,B2,Methods
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,7,Methods,T2,B3,Methods
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,8,Results,T2,B3,Results
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,9,Results,T2,B3,Results
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,10,Results,T2,B4,Results
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,11,Results,T3,B4,Results
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,12,Results,T3,B4,Results
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,14,Conclusion,T3,B5,Conclusion
Review::36746669::Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,Review,15,Limitation/Future,T3,B5,Conclusion
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,1,Aim,T1,B1,Background
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,2,Methods,T1,B1,Aim
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,3,Methods,T1,B2,Methods
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,4,Results,T2,B2,Methods
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,5,Results,T2,B3,Methods
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,6,Results,T2,B3,Results
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,7,Results,T3,B4,Results
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,8,Conclusion,T3,B4,Results
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,9,Limitation/Future,T3,B5,Conclusion
Review::37023342::Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,Review,10,Limitation/Future,T3,B5,Conclusion
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,1,Background,T1,B1,Background
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,2,Background,T1,B1,Background
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,3,Background,T1,B1,Aim
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,4,Aim,T1,B2,Aim
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,5,Methods,T1,B2,Methods
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,6,Methods,T2,B2,Methods
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,7,Methods,T2,B3,Methods
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,8,Methods,T2,B3,Methods
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,9,Methods,T2,B3,Methods
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,10,Methods,T2,B3,Results
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,11,Results,T2,B4,Results
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,12,Results,T3,B4,Results
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,13,Results,T3,B4,Results
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,14,Results,T3,B5,Results
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,15,Conclusion,T3,B5,Conclusion
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,16,Conclusion,T3,B5,Conclusion
Review::37173720::Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,Review,17,Conclusion,T3,B5,Conclusion
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,1,Background,T1,B1,Background
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,2,Aim,T1,B1,Aim
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,3,Methods,T1,B2,Methods
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,4,Methods,T1,B2,Methods
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,5,Results,T2,B3,Methods
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,6,Results,T2,B3,Methods
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,7,Results,T2,B3,Results
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,8,Results,T2,B4,Results
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,9,Background,T3,B4,Results
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,10,Conclusion,T3,B5,Results
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,11,Conclusion,T3,B5,Conclusion
"Review::38629069::Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",Review,12,Methods,T3,B5,Conclusion
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,1,Background,T1,B1,Background
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,2,Methods,T1,B1,Background
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,3,Methods,T1,B2,Aim
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,4,Methods,T1,B2,Methods
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,5,Methods,T2,B2,Methods
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,6,Results,T2,B3,Methods
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,7,Results,T2,B3,Methods
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,8,Results,T2,B4,Results
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,9,Results,T3,B4,Results
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,10,Results,T3,B4,Results
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,11,Results,T3,B5,Results
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,12,Conclusion,T3,B5,Conclusion
Review::39185624::Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,Review,13,Conclusion,T3,B5,Conclusion
Review::39248301::The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,Review,1,Background,T1,B1,Background
